company_id,trade_date,open_price,high_price,low_price,close_price,volume,adjusted_close
1,2024-07-29,151.5917,152.0425,149.322,149.8549,6400211,149.8549
1,2024-07-30,150.3578,150.7507,145.7707,147.2064,6836363,147.2064
1,2024-07-31,147.3541,150.7995,145.9364,149.299,5587356,149.299
1,2024-08-01,148.5344,151.1516,147.6218,149.9276,9399337,149.9276
1,2024-08-02,149.0985,152.2662,147.9814,150.0063,9852532,150.0063
1,2024-08-05,150.0649,151.327,148.1078,148.4714,3517804,148.4714
1,2024-08-06,148.2053,149.4605,145.9463,147.604,8238219,147.604
1,2024-08-07,147.5347,148.0913,145.3814,146.3798,15345683,146.3798
1,2024-08-08,145.4461,146.4542,143.2592,143.4403,2616014,143.4403
1,2024-08-09,143.5071,145.7566,143.4316,145.0522,4221901,145.0522
1,2024-08-12,144.7032,145.375,141.3154,142.1342,5505204,142.1342
1,2024-08-13,142.5381,142.7473,142.335,142.4276,4733182,142.4276
1,2024-08-14,142.6913,142.7517,142.3116,142.5963,2037382,142.5963
1,2024-08-15,141.761,144.5288,141.7519,144.4588,2732841,144.4588
1,2024-08-16,144.259,145.7645,143.6376,144.6243,6056048,144.6243
1,2024-08-19,144.6273,148.0989,143.7456,147.5443,9601549,147.5443
1,2024-08-20,146.411,151.4766,145.8229,149.9293,8264107,149.9293
1,2024-08-21,150.5713,151.4555,146.8915,147.6137,6622949,147.6137
1,2024-08-22,148.0955,148.1815,146.5349,147.0832,6498024,147.0832
1,2024-08-23,146.437,149.399,145.2056,149.2638,1564938,149.2638
1,2024-08-26,148.775,149.397,147.2401,147.3314,6020902,147.3314
1,2024-08-27,147.556,148.0916,144.533,145.8277,9717880,145.8277
1,2024-08-28,145.3611,145.8469,145.0247,145.4662,6258652,145.4662
1,2024-08-29,145.2902,145.7064,142.7233,143.2567,6322151,143.2567
1,2024-08-30,143.6288,144.6871,143.0982,144.3617,7479398,144.3617
1,2024-09-02,144.536,146.2718,143.7619,145.7287,2871943,145.7287
1,2024-09-03,145.2898,146.2608,143.4944,144.0559,2818459,144.0559
1,2024-09-04,144.2951,146.1208,142.1568,143.2202,13893120,143.2202
1,2024-09-05,144.2872,148.3908,144.2311,146.8934,11146435,146.8934
1,2024-09-06,146.7279,146.9444,143.2595,144.0519,10352678,144.0519
1,2024-09-09,143.7654,144.662,143.3439,144.4616,16006172,144.4616
1,2024-09-10,144.5915,144.8757,144.2981,144.6393,8001365,144.6393
1,2024-09-11,144.2208,145.1207,142.5177,142.972,6844386,142.972
1,2024-09-12,143.1353,148.3113,141.8328,147.4528,2461659,147.4528
1,2024-09-13,146.3879,148.0833,145.7932,147.5264,9111079,147.5264
1,2024-09-16,146.7059,151.3697,145.0679,150.8339,5145737,150.8339
1,2024-09-17,150.3531,154.545,150.1487,154.288,6135898,154.288
1,2024-09-18,154.7024,157.787,154.5953,156.1485,4392797,156.1485
1,2024-09-19,156.1969,159.5077,155.2127,159.4632,4973319,159.4632
1,2024-09-20,159.7011,160.6309,159.1117,160.336,10230901,160.336
1,2024-09-23,160.934,161.436,159.3189,159.8852,12418527,159.8852
1,2024-09-24,160.1285,165.1219,159.0642,164.5949,5899025,164.5949
1,2024-09-25,164.6629,168.8092,163.4739,168.5606,2594082,168.5606
1,2024-09-26,169.8688,173.7309,169.833,172.9616,8241753,172.9616
1,2024-09-27,173.0539,174.0585,172.5379,172.7913,4625962,172.7913
1,2024-09-30,173.0552,174.1774,170.3675,170.5115,2454946,170.5115
1,2024-10-01,171.3212,171.8462,169.5141,171.7045,11327855,171.7045
1,2024-10-02,171.6988,172.1743,170.2055,170.3787,1270258,170.3787
1,2024-10-03,170.9479,176.5213,170.4223,175.954,3905415,175.954
1,2024-10-04,177.3936,179.1533,177.2236,178.1116,6009468,178.1116
1,2024-10-07,178.8331,180.2396,174.4004,175.5523,6231136,175.5523
1,2024-10-08,175.8358,176.521,175.5756,176.4539,7957147,176.4539
1,2024-10-09,176.0868,176.305,172.4634,172.4671,3475973,172.4671
1,2024-10-10,172.1227,172.5013,167.4242,167.5187,6401844,167.5187
1,2024-10-11,168.4115,168.7292,162.4178,163.0817,5059691,163.0817
1,2024-10-14,163.3792,164.659,162.2388,164.5698,3945363,164.5698
1,2024-10-15,164.6188,165.4751,161.7895,164.6632,5723724,164.6632
1,2024-10-16,164.6754,166.2819,164.3483,164.5868,5411686,164.5868
1,2024-10-17,165.6348,171.392,164.1295,170.1138,17501120,170.1138
1,2024-10-18,170.4838,170.5754,169.8155,170.3802,23734672,170.3802
1,2024-10-21,170.6429,174.8697,169.8888,173.7172,8343762,173.7172
1,2024-10-22,172.8372,174.6358,171.8017,174.5401,5653940,174.5401
1,2024-10-23,174.446,174.9854,172.196,172.5468,7191235,172.5468
1,2024-10-24,173.753,174.322,172.2354,172.3027,6010114,172.3027
1,2024-10-25,171.8396,172.5291,164.6195,165.1941,7700347,165.1941
1,2024-10-28,165.9223,167.515,161.8331,162.6874,3982445,162.6874
1,2024-10-29,161.9814,164.074,161.5106,163.3646,3613934,163.3646
1,2024-10-30,162.5925,162.8841,161.7734,162.3257,7418849,162.3257
1,2024-10-31,162.7418,164.0568,162.5788,163.6427,5329924,163.6427
1,2024-11-01,163.3006,166.0349,163.0454,165.0028,2044633,165.0028
1,2024-11-04,164.2811,166.1677,163.1365,166.1345,30597503,166.1345
1,2024-11-05,167.5914,168.4711,165.6597,166.2047,4651469,166.2047
1,2024-11-06,165.979,169.8707,165.5361,168.7367,20186151,168.7367
1,2024-11-07,168.485,175.3793,167.2716,174.9194,7788252,174.9194
1,2024-11-08,175.1188,177.9925,172.7194,174.1944,3474716,174.1944
1,2024-11-11,174.0792,174.2163,171.3191,173.7737,2254159,173.7737
1,2024-11-12,174.6062,177.9605,173.8502,177.1503,4199161,177.1503
1,2024-11-13,176.7511,177.9203,175.2728,177.2374,2323453,177.2374
1,2024-11-14,177.9724,178.529,177.5349,177.7996,3245852,177.7996
1,2024-11-15,176.7778,180.3359,176.3379,179.7229,3281981,179.7229
1,2024-11-18,179.497,183.0976,179.2424,182.9637,2193405,182.9637
1,2024-11-19,184.2808,187.9215,182.8354,186.279,5202337,186.279
1,2024-11-20,186.3492,188.3821,181.6363,183.087,5643032,183.087
1,2024-11-21,184.1233,184.5058,179.9489,181.201,10864904,181.201
1,2024-11-22,181.1029,193.7639,180.7314,191.9352,10672607,191.9352
1,2024-11-25,189.671,193.1717,189.1964,193.0928,7120567,193.0928
1,2024-11-26,192.7584,193.3194,185.6074,187.2895,7528482,187.2895
1,2024-11-27,189.2622,189.9766,186.6498,187.6587,2835783,187.6587
1,2024-11-28,188.1279,188.7415,185.9707,186.259,14984914,186.259
1,2024-11-29,186.6808,188.2288,185.5022,188.083,7452560,188.083
1,2024-12-02,188.4703,193.2635,187.6553,192.6207,8996773,192.6207
1,2024-12-03,192.8177,194.6051,188.7825,189.3215,5397806,189.3215
1,2024-12-04,189.326,190.897,184.8402,185.9409,8653139,185.9409
1,2024-12-05,185.995,186.6062,181.5642,181.5734,5178744,181.5734
1,2024-12-06,181.0548,185.1621,180.2277,184.3978,14541706,184.3978
1,2024-12-09,184.4553,185.9304,181.9368,182.4912,2837267,182.4912
1,2024-12-10,182.1109,186.7788,181.4667,185.067,3844197,185.067
1,2024-12-11,182.9078,191.0945,181.1797,189.3394,13220999,189.3394
1,2024-12-12,189.007,193.3637,187.3473,191.945,8228444,191.945
1,2024-12-13,192.4014,196.9579,191.6249,195.7835,6917444,195.7835
1,2024-12-16,196.3396,197.4085,190.4193,190.9295,9416859,190.9295
1,2024-12-17,190.5432,191.9303,187.4695,187.9215,5949900,187.9215
1,2024-12-18,187.9781,188.3931,179.8741,183.3601,7838268,183.3601
1,2024-12-19,183.616,187.0918,183.4046,184.9887,10584556,184.9887
1,2024-12-20,186.0075,192.3881,184.6481,190.9798,8201412,190.9798
1,2024-12-23,191.3952,194.6113,190.5095,192.9741,8019984,192.9741
1,2024-12-24,193.1605,197.1576,192.4698,197.0774,6749114,197.0774
1,2024-12-25,197.401,199.0846,195.712,198.7064,5766886,198.7064
1,2024-12-26,198.6722,200.0434,197.9782,198.8229,4315880,198.8229
1,2024-12-27,198.9718,200.6706,197.1816,197.3774,14268825,197.3774
1,2024-12-30,196.9286,198.418,195.3396,196.0157,4992072,196.0157
1,2024-12-31,195.4063,197.0089,192.6275,196.6145,7731258,196.6145
1,2025-01-01,197.9254,198.6864,190.5495,192.6547,7293306,192.6547
1,2025-01-02,192.3178,196.6553,191.8097,195.9579,5646615,195.9579
1,2025-01-03,195.9197,196.5055,194.2881,195.534,3614683,195.534
1,2025-01-06,195.2695,196.4748,191.9405,192.4043,4159160,192.4043
1,2025-01-07,192.113,193.467,188.2193,189.2208,8101011,189.2208
1,2025-01-08,188.1988,188.9261,186.6316,188.1457,6010613,188.1457
1,2025-01-09,188.3056,190.3221,187.807,189.5445,6273620,189.5445
1,2025-01-10,189.0092,193.9863,188.3909,192.1714,9566889,192.1714
1,2025-01-13,193.7724,194.7599,192.5667,192.8189,5294240,192.8189
1,2025-01-14,193.4343,196.2679,193.0723,194.4735,9767949,194.4735
1,2025-01-15,195.0449,198.6961,192.7074,193.2598,2976051,193.2598
1,2025-01-16,192.8965,198.1465,192.1816,197.5565,5247553,197.5565
1,2025-01-17,197.2651,202.661,195.714,202.1787,6553754,202.1787
1,2025-01-20,202.469,202.6776,199.4828,201.2763,9284288,201.2763
1,2025-01-21,201.4044,203.3746,193.932,196.0928,3943449,196.0928
1,2025-01-22,195.9729,197.5273,191.8624,193.5785,7788618,193.5785
1,2025-01-23,193.6296,197.2896,193.3267,195.928,8642908,195.928
1,2025-01-24,196.2831,202.58,195.9884,202.1014,8188656,202.1014
1,2025-01-27,202.882,204.038,202.0558,203.6786,7007078,203.6786
1,2025-01-28,202.4031,203.3093,200.5253,200.6873,1674671,200.6873
1,2025-01-29,200.8434,206.0099,199.8842,204.3075,6337756,204.3075
1,2025-01-30,204.8751,205.6308,199.2305,199.2797,7167511,199.2797
1,2025-01-31,199.2692,201.1162,196.6071,198.4856,4519150,198.4856
1,2025-02-03,198.2955,199.6101,196.3508,196.8492,6454015,196.8492
1,2025-02-04,195.8004,202.8171,195.3551,202.4872,1597018,202.4872
1,2025-02-05,203.5098,207.4568,201.9103,205.9558,3252548,205.9558
1,2025-02-06,206.0907,206.0909,202.5776,202.7232,1973404,202.7232
1,2025-02-07,202.9056,205.7603,202.4286,202.4415,5323553,202.4415
1,2025-02-10,202.5474,204.2303,200.9384,202.9358,1555387,202.9358
1,2025-02-11,203.663,206.2149,201.1594,203.1914,5998625,203.1914
1,2025-02-12,201.3489,211.8081,198.4628,210.2476,9593933,210.2476
1,2025-02-13,209.635,210.2158,205.1121,205.7533,4390710,205.7533
1,2025-02-14,206.5886,206.6694,203.6877,205.3904,3359340,205.3904
1,2025-02-17,207.4047,208.5802,204.1662,204.8656,3073159,204.8656
1,2025-02-18,205.6463,206.1513,203.9795,204.0319,6544510,204.0319
1,2025-02-19,203.6297,208.2844,202.1783,206.2099,9506188,206.2099
1,2025-02-20,205.9151,206.9607,201.7168,203.7221,4971241,203.7221
1,2025-02-21,203.5255,209.7723,203.2394,208.0995,1532861,208.0995
1,2025-02-24,207.3064,214.2276,205.8017,213.665,12116281,213.665
1,2025-02-25,215.4824,215.7406,210.3056,210.4123,12230070,210.4123
1,2025-02-26,210.6667,216.58,207.8502,215.9741,4006423,215.9741
1,2025-02-27,215.9749,217.107,215.7443,216.4796,4367387,216.4796
1,2025-02-28,216.6674,219.4703,215.7834,218.7515,8730007,218.7515
1,2025-03-03,217.2142,230.0502,214.8328,226.7327,8411822,226.7327
1,2025-03-04,225.2838,226.5524,220.4363,223.9496,8244493,223.9496
1,2025-03-05,225.1512,229.5952,224.3932,229.2838,13785990,229.2838
1,2025-03-06,229.4489,230.1258,225.7123,226.2541,3731352,226.2541
1,2025-03-07,226.9082,230.9947,226.4424,228.6643,1225318,228.6643
1,2025-03-10,228.5554,230.2518,224.3385,226.8189,7853012,226.8189
1,2025-03-11,227.1408,230.0697,226.3241,229.9645,5388614,229.9645
1,2025-03-12,231.0529,235.2691,230.1721,234.2074,9512836,234.2074
1,2025-03-13,234.9507,235.3797,231.9044,231.966,3309438,231.966
1,2025-03-14,232.3775,232.8301,231.2121,232.2026,2086657,232.2026
1,2025-03-17,232.7229,234.7696,231.1178,231.3939,3445010,231.3939
1,2025-03-18,230.8769,232.4434,228.2166,231.6875,4288929,231.6875
1,2025-03-19,231.5712,235.4399,231.0493,235.3764,9011837,235.3764
1,2025-03-20,234.871,237.8727,232.5023,232.7927,11864669,232.7927
1,2025-03-21,231.5338,235.6978,229.3525,235.1898,6174786,235.1898
1,2025-03-24,234.469,237.9511,233.4621,235.0791,8856277,235.0791
1,2025-03-25,236.586,241.3271,234.8907,239.1024,2450608,239.1024
1,2025-03-26,238.7613,241.9345,238.1529,241.1804,6374569,241.1804
1,2025-03-27,241.7376,243.1565,240.7699,241.4747,4526947,241.4747
1,2025-03-28,242.4275,243.9289,230.7037,233.0182,4087556,233.0182
1,2025-03-31,233.8623,235.4569,229.8542,230.0042,3564528,230.0042
1,2025-04-01,229.1361,230.8747,220.733,222.5193,8891933,222.5193
1,2025-04-02,223.8258,228.9593,222.7748,228.5829,8702880,228.5829
1,2025-04-03,229.8147,231.4956,222.4659,224.4236,5333584,224.4236
1,2025-04-04,225.7201,226.4389,225.5932,226.028,16008866,226.028
1,2025-04-07,228.0373,228.6564,225.0825,226.3952,7840180,226.3952
1,2025-04-08,226.5388,227.886,223.5554,223.9362,15129560,223.9362
1,2025-04-09,224.2552,226.2643,221.3458,225.6295,4594896,225.6295
1,2025-04-10,224.7185,226.7729,221.9639,222.2269,5071102,222.2269
1,2025-04-11,223.0185,223.089,219.3936,221.0526,16219284,221.0526
1,2025-04-14,220.7491,224.633,219.9333,223.1755,9629677,223.1755
1,2025-04-15,223.7951,225.9687,223.6056,225.5394,5693030,225.5394
1,2025-04-16,225.5728,227.651,224.2376,226.8949,2209681,226.8949
1,2025-04-17,228.6985,236.7827,227.3626,235.2098,10692038,235.2098
1,2025-04-18,234.7887,238.5768,232.8112,238.3769,12249376,238.3769
1,2025-04-21,237.7277,238.7172,236.9856,237.2193,5045314,237.2193
1,2025-04-22,237.152,241.7377,235.5006,241.4717,1966937,241.4717
1,2025-04-23,242.1778,247.1267,240.5939,244.5314,6033527,244.5314
1,2025-04-24,245.0665,247.9183,244.7802,246.8762,3534716,246.8762
1,2025-04-25,247.0005,248.7154,241.9192,244.0447,1632908,244.0447
1,2025-04-28,244.9191,246.3024,244.4999,245.9599,15089177,245.9599
1,2025-04-29,245.8908,247.2904,240.9717,241.2682,8397570,241.2682
1,2025-04-30,241.1178,245.594,239.8335,244.246,14495970,244.246
1,2025-05-01,243.1345,250.8108,241.4852,248.9576,4555773,248.9576
1,2025-05-02,249.8115,251.616,241.8032,245.6635,4435915,245.6635
1,2025-05-05,246.5593,247.2868,242.8957,243.3849,3936018,243.3849
1,2025-05-06,241.2247,242.1772,238.8578,239.5636,3297980,239.5636
1,2025-05-07,239.298,246.1567,236.8418,244.8053,15858717,244.8053
1,2025-05-08,243.9967,247.5137,240.8809,247.114,5460320,247.114
1,2025-05-09,246.4693,250.9393,244.2004,250.5027,5458986,250.5027
1,2025-05-12,251.7502,252.5969,248.1907,249.9249,7069055,249.9249
1,2025-05-13,249.8751,249.897,247.8629,248.495,1231062,248.495
1,2025-05-14,248.656,250.0665,241.7905,242.334,11803718,242.334
1,2025-05-15,241.3183,244.5354,233.5341,234.6406,5360539,234.6406
1,2025-05-16,236.5689,237.2825,229.2554,229.4038,10013537,229.4038
1,2025-05-19,229.2779,229.4522,224.4756,225.4389,4823934,225.4389
1,2025-05-20,225.3098,229.4667,224.7723,227.7272,2639387,227.7272
1,2025-05-21,227.4044,230.0115,226.1726,229.8475,3256780,229.8475
1,2025-05-22,229.2346,230.3601,227.9641,229.9008,2638670,229.9008
1,2025-05-23,230.67,230.9707,227.5088,228.7974,8310977,228.7974
1,2025-05-26,228.9585,230.6625,228.827,229.2177,5270009,229.2177
1,2025-05-27,229.7695,229.8305,222.5792,223.7916,5055974,223.7916
1,2025-05-28,223.7216,226.545,221.7463,225.6151,2691238,225.6151
1,2025-05-29,226.1096,227.2685,224.8685,225.8672,2267808,225.8672
1,2025-05-30,225.8315,229.4372,223.8392,228.3203,3238821,228.3203
1,2025-06-02,227.8314,228.9165,224.5534,225.3125,5372884,225.3125
1,2025-06-03,225.9913,230.9884,224.5478,229.5535,7338493,229.5535
1,2025-06-04,228.2179,230.5217,226.125,228.6158,6507473,228.6158
1,2025-06-05,228.8367,230.5377,226.327,227.212,3682071,227.212
1,2025-06-06,227.9093,228.3375,224.5071,226.4964,6295487,226.4964
1,2025-06-09,225.7524,226.5709,216.6538,217.3219,13373387,217.3219
1,2025-06-10,218.3074,219.2696,215.6693,216.9992,4465667,216.9992
1,2025-06-11,219.0899,219.7338,215.7042,215.7333,9732580,215.7333
1,2025-06-12,214.317,217.3648,213.8698,216.8347,4831036,216.8347
1,2025-06-13,217.7534,220.6826,217.7076,220.6813,6788927,220.6813
1,2025-06-16,220.2879,220.7773,211.9045,212.6518,5837641,212.6518
1,2025-06-17,212.7118,215.978,210.8371,210.8481,6057764,210.8481
1,2025-06-18,213.0929,213.7155,202.108,202.6968,17519173,202.6968
1,2025-06-19,202.9367,206.5418,201.7717,206.2791,7976690,206.2791
1,2025-06-20,207.2443,207.2884,202.1272,204.3858,13229277,204.3858
1,2025-06-23,203.9269,205.654,200.996,201.5976,10285027,201.5976
1,2025-06-24,202.5357,204.2363,200.6853,204.0662,17708004,204.0662
1,2025-06-25,202.2336,206.7342,201.8307,205.2994,6251058,205.2994
1,2025-06-26,204.9041,205.8957,203.1539,203.5432,3565852,203.5432
1,2025-06-27,204.6411,206.3855,202.7316,203.2455,4197844,203.2455
1,2025-06-30,202.8729,207.9258,201.8987,206.8345,9589809,206.8345
1,2025-07-01,206.6105,207.0461,199.4525,201.563,5066726,201.563
1,2025-07-02,202.4706,205.6247,202.189,205.3011,6533189,205.3011
1,2025-07-03,205.6979,205.8338,204.4067,205.1804,8676029,205.1804
1,2025-07-04,204.2362,206.2878,202.7746,203.9003,14329512,203.9003
1,2025-07-07,204.0796,205.3765,202.2863,202.6756,13064217,202.6756
1,2025-07-08,202.1955,203.525,196.1459,198.1423,7275379,198.1423
1,2025-07-09,199.2929,199.755,197.0408,197.669,7390031,197.669
1,2025-07-10,197.2034,198.9303,194.8884,198.5978,2792074,198.5978
1,2025-07-11,198.3942,199.9979,197.3271,198.8149,5442730,198.8149
1,2025-07-14,198.3391,202.2539,197.9863,201.4684,11221686,201.4684
1,2025-07-15,201.1249,201.9446,198.4081,198.7511,4426428,198.7511
1,2025-07-16,197.9213,199.5338,197.4014,197.8289,6232779,197.8289
1,2025-07-17,199.2881,199.7893,198.7622,199.5149,2938346,199.5149
1,2025-07-18,200.0224,205.7543,199.2805,205.5575,3535900,205.5575
1,2025-07-21,205.6784,206.4549,204.493,205.8337,3368107,205.8337
1,2025-07-22,206.1664,211.1518,205.0668,210.9075,10314411,210.9075
1,2025-07-23,208.9307,216.9401,207.7794,215.5783,2544226,215.5783
1,2025-07-24,215.7333,216.0434,210.4134,210.7685,12633217,210.7685
1,2025-07-25,210.9711,214.31,210.2029,214.0135,6554600,214.0135
1,2025-07-28,213.1374,219.0171,210.5401,218.9332,9923593,218.9332
1,2025-07-29,216.9836,224.6912,215.7827,223.0047,7790218,223.0047
1,2025-07-30,223.0914,226.5684,222.1548,225.1941,5683827,225.1941
1,2025-07-31,226.605,228.7971,226.202,228.4584,7793511,228.4584
1,2025-08-01,228.3288,230.2318,228.0832,229.0381,3187337,229.0381
1,2025-08-04,228.2887,230.3452,226.7031,227.9084,4660647,227.9084
1,2025-08-05,228.8869,230.0962,225.9454,227.4545,5553203,227.4545
1,2025-08-06,228.3757,233.7632,227.6238,231.7094,2085792,231.7094
1,2025-08-07,231.3474,232.8496,229.2655,231.2097,8356324,231.2097
1,2025-08-08,230.9415,231.0593,227.2617,228.7191,2364757,228.7191
1,2025-08-11,229.1881,230.9201,224.7834,225.1465,8210940,225.1465
1,2025-08-12,226.1161,226.9805,224.4509,225.3571,5654397,225.3571
1,2025-08-13,226.5852,228.3764,225.3157,226.9192,9077705,226.9192
1,2025-08-14,227.9895,230.0689,225.2571,226.9703,8304438,226.9703
1,2025-08-15,226.3357,230.4108,225.5324,230.0052,7905872,230.0052
1,2025-08-18,228.6442,230.3177,227.7645,228.7893,3591213,228.7893
1,2025-08-19,229.4512,230.3966,224.1715,226.0896,9210133,226.0896
1,2025-08-20,224.7558,232.3519,223.0665,228.4653,6827942,228.4653
1,2025-08-21,229.7473,230.9805,228.2115,229.0787,9730123,229.0787
1,2025-08-22,229.1609,230.9152,224.9857,226.3621,8145724,226.3621
1,2025-08-25,225.2535,228.9788,224.516,227.641,2733525,227.641
1,2025-08-26,227.5211,228.0421,221.7574,222.9111,4913391,222.9111
1,2025-08-27,222.8729,223.5016,214.869,217.0167,3671504,217.0167
1,2025-08-28,217.4647,218.7718,209.9995,210.1331,2892153,210.1331
1,2025-08-29,208.9669,214.5905,208.7166,212.6826,13833851,212.6826
1,2025-09-01,212.3463,212.6458,211.5175,212.0701,2866440,212.0701
1,2025-09-02,213.0536,216.3226,212.8093,215.4204,13346403,215.4204
1,2025-09-03,214.6368,218.5992,214.2548,218.4842,8546736,218.4842
1,2025-09-04,218.5443,218.913,216.5574,216.7328,10752949,216.7328
1,2025-09-05,216.3036,218.4201,210.5181,210.622,5067987,210.622
1,2025-09-08,209.3523,209.5696,208.5186,209.4058,4521739,209.4058
1,2025-09-09,208.2478,211.9572,207.1836,211.1677,6267852,211.1677
1,2025-09-10,210.2105,211.0229,208.9659,210.9099,2803915,210.9099
1,2025-09-11,209.8312,215.3757,209.4669,214.373,8202903,214.373
1,2025-09-12,214.1744,216.498,208.737,210.5073,9070864,210.5073
1,2025-09-15,211.5328,215.5058,209.3932,214.3277,16603303,214.3277
1,2025-09-16,213.9434,221.5379,211.9948,221.0134,2769958,221.0134
1,2025-09-17,220.3864,222.8627,217.7214,219.7041,5301118,219.7041
1,2025-09-18,220.7681,220.9605,215.3396,215.7898,6901183,215.7898
1,2025-09-19,216.8416,219.3768,209.1911,210.8074,12621247,210.8074
1,2025-09-22,211.3037,212.5271,208.4658,210.6373,4704658,210.6373
1,2025-09-23,210.0734,211.2835,207.2056,208.0676,2501102,208.0676
1,2025-09-24,208.3734,210.2964,205.9547,207.5207,4805013,207.5207
1,2025-09-25,209.563,209.9841,206.2871,207.2873,4727557,207.2873
1,2025-09-26,205.7165,211.7588,205.0537,209.6277,6028244,209.6277
1,2025-09-29,208.6527,211.6727,208.1168,210.0695,7931709,210.0695
1,2025-09-30,211.8075,212.9566,206.4656,207.3267,5773248,207.3267
1,2025-10-01,206.9215,207.972,197.5901,198.8432,8009138,198.8432
1,2025-10-02,199.9896,200.274,198.925,199.1922,16859272,199.1922
1,2025-10-03,200.1688,202.8358,198.955,200.3316,2287964,200.3316
1,2025-10-06,201.5607,201.8148,200.3839,200.7176,6189260,200.7176
1,2025-10-07,201.5702,203.6673,201.1808,202.5215,1516884,202.5215
1,2025-10-08,201.8489,202.8667,200.4629,201.3466,12350321,201.3466
1,2025-10-09,202.7279,205.4901,200.7836,201.0432,5229607,201.0432
1,2025-10-10,201.4237,213.8841,201.0561,212.3591,5761323,212.3591
1,2025-10-13,212.983,221.1757,211.041,220.7443,3417586,220.7443
1,2025-10-14,221.406,224.9521,220.0155,223.5143,11615466,223.5143
1,2025-10-15,223.3563,226.2433,221.4841,225.9158,15656622,225.9158
1,2025-10-16,225.4368,225.994,221.8415,222.2107,13472913,222.2107
1,2025-10-17,221.3942,222.8998,220.6037,221.7375,5784480,221.7375
1,2025-10-20,221.6901,224.6733,220.5656,224.1491,12210984,224.1491
1,2025-10-21,224.3784,225.3084,222.09,222.399,7385751,222.399
1,2025-10-22,221.5407,225.1247,221.0821,224.9963,6586269,224.9963
1,2025-10-23,223.7732,225.08,223.0824,223.9201,3084113,223.9201
1,2025-10-24,223.7553,224.5813,220.4301,222.0088,2575457,222.0088
1,2025-10-27,221.3103,229.6538,219.0325,229.5603,3581672,229.5603
1,2025-10-28,230.2547,238.7785,229.5418,236.7344,4034649,236.7344
1,2025-10-29,234.927,239.7935,233.9061,239.5963,15721983,239.5963
1,2025-10-30,240.1248,241.5893,239.0309,239.1518,2016055,239.1518
1,2025-10-31,239.7057,239.731,237.7349,238.1261,9755274,238.1261
1,2025-11-03,237.2919,237.696,232.1452,233.6023,6465031,233.6023
1,2025-11-04,232.6155,233.1793,228.5063,229.514,6417096,229.514
